link_facebook,Content,Date
https://www.facebook.com/profile.php?id=100017769250513,"TỔNG KẾT CHUỖI SỰ KIỆN SEA OF HOPE TMU 2023
Vai trò: Founder, trưởng ban tổ chức, trưởng ban đối ngoại
Thời gian làm proposal duyệt dự án: 1 tháng
Thời gian chạy: 2 tháng
Quỹ huy động vốn đầu tư ban đối ngoại: ~515 triệu
Quỹ tài chính vận hành chuỗi dự án: ~515 triệu (chuỗi dự án đầu tiên tôi làm trưởng ban đối ngoại mà không có quỹ tài chính dự phòng
)
Sea Of Hope TMU 2023 là ước mơ của CTA từ năm nhất, cho đến lúc ngồi viết những dòng này vẫn không nghĩ rằng ước mơ đã thành sự thật rồi
. Chúng tớ đã cố gắng rất nhiều để có thể đặt dấu chấm cho giấc mơ của chúng tơ thật tròn trĩnh dưới sự hỗ trợ và giúp đỡ từ nhà trường và các thầy cô trong ban thường vụ. Và bây giờ, tớ muốn gửi lời cảm ơn đến những người đồng đội mà tớ nghĩ rằng không có họ sẽ không có sự kiện và không có tớ của ngày hôm nay. 
Bấm vào từng ảnh để đọc chi tiết nhen",2023-09-15 22:42:20
https://www.facebook.com/profile.php?id=100017769250513,"  SEA OF HOPE 2023  
 NGÀY HỘI SINH VIÊN - NGÀY HỘI SINH VIÊN 5 TỐT 
 Sự kiện nằm trong chuỗi hoạt động thực hiện Chương trình công tác Hội và phong trào Sinh viên năm học 2022 - 2023 hướng tới Chào mừng Đại hội Đại biểu Hội Sinh viên Việt Nam trường Đại học Thương mại lần thứ IX, nhiệm kỳ 2023-2025. Từ đó tạo môi trường rèn luyện, phấn đấu đạt tiêu chí sinh viên 5 tốt và phát huy sức sáng tạo, trí tuệ của sinh viên trường Đại học Thương mại.
 Th… See more",2023-09-15 22:42:20
https://www.facebook.com/profile.php?id=100017769250513,,2023-09-15 22:42:20
https://www.facebook.com/profile.php?id=100017769250513,"HOT
: LỘ DIỆN KHÁCH MỜI ĐÊM CHUNG KẾT TMU’S GOT TALENT - CA SĨ TRÚC NHÂN
 Sau nhiều ngày chờ đợi thì cuối cùng khách mời của sự kiện đã chính thức lộ diện. K… See more",2023-09-15 22:42:20
https://www.facebook.com/bacha.co.5,"Do not bow, the Crown will fall…
#21",2023-09-15 22:42:55
https://www.facebook.com/bacha.co.5,为这仙品而感到震撼,2023-09-15 22:42:55
https://www.facebook.com/bacha.co.5,See Translation,2023-09-15 22:42:55
https://www.facebook.com/bacha.co.5,"---"" Ta, rốt cuộc là ai? Ta không sức tự vệ, không người tựa nương, không nơi để về ""---
 ---"" Tiểu Yêu, ta là Thương Huyền ""---
       Kỷ niệm phần 1 của Trường Tương Tư kết thúc phát sóng
 Đương nhiên đây cũng chỉ là một cái kết viên mãn mà mk mong muốn thôi, chứ Trường Tương Tư vốn dĩ là phức tạp và đau lòng mà...",2023-09-15 22:42:55
https://www.facebook.com/bacha.co.5,"Xin chào mn vẫn là Thanh Hà đây ạ
, fb của em có bị hack. Ace bạn bè nào bị nhắn tin mạo danh e để lừa đảo chuyển tiền thì cho e xin lỗi nhiều ạ. E cũng không muốn mọi chuyện xảy ra như vậy.   Hiện tại e lấy lại fb rồi nha mn. Siêu cám ơn a Nguyễn Văn Ngọc đã lấy lại fb cho em siêu nhanh. Mn ai có bị hack fb hay có vấn đề gì về acc thì liên hệ vs a trai này nha, nhanh lẹ và siu uy tín lun ạ.",2023-09-15 22:42:55
https://www.facebook.com/bacha.co.5," BÌNH CHỌN “ĐỘI THI ĐƯỢC YÊU THÍCH NHẤT CUỘC THI OLYMPIC Y KHOA 2023”
==================================
                    TEAM SUNSHINE
️
𝐂𝐚́𝐜𝐡 𝐭𝐡𝐮̛́𝐜 𝐛𝐢̀𝐧𝐡 𝐜𝐡𝐨̣𝐧
CÁCH THỨC BÌNH CHỌN:
- Bước 1: Like và follow fanpage ""SATE - Dự án hỗ trợ phát triển chương trình đổi mới""
- Bước 2: Bình chọn cho thí sinh dưới các hình thức sau:
Like, React: 1 điểm
Comment: 1 điểm
Share (chế độ công khai): 3 điểm
————
 THỜI GIAN BÌNH CHỌN:Bắt đầu từ 20h ngày 6/05/2023 đến 23h59 ngày 11/5/2023
————
.
 LƯU Ý
Bình chọn hợp lệ khi hoàn thành bước 1
Mỗi tài khoản chỉ được tiến hành chia sẻ (Share) 01 lần và không có giới hạn lượt comment. Các lần sau sẽ không được tính điểm.
Nếu phát hiện có hành vi gian lận, hack, spam bài thi, BTC sẽ hủy kết quả của đội đó
————
Cơ cấu Giải thưởng
 #Giải đội thi được yêu thích nhất: Trị giá 1.000.000 đồng sẽ được trao vào đêm chung kết.
 Cổng bình chọn đã chính thức mở cửa, nhanh tay bình chọn cho đội thi mình yêu thích nhất thôi nào!
————
 Chung kết “OLYMPIC Y KHOA 2023”.
 Thời gian: 16h, thứ 7, ngày 13/05/2023.
 Địa điểm: Hội trường tòa A - Trường Đại học Y Dược Hải Phòng.
--‐--------
Đừng quên follow page để cùng hóng những những thông tin mới nhất nha!
Mọi thắc mắc, đóng góp ý khiến vui lòng liên hệ:
Facebook: SATE.HPMU
Gmail: sate.hpmu.2021@gmail.com
Ths Trần Thị Thanh Bình - Trợ lý công tác sinh viên -  Email: tttbinh@hpmu.edu.vn - SĐT: 0934 226 615.
TS.BS Đinh Dương Tùng Anh - Trợ lí nghiên cứu khoa học Khoa Y -  Email: ddtunganh@hpmu.edu.vn - SĐT: 0768 358 666
Lê Thị Thanh Vân - Trưởng dự án SATE - SĐT: 0352 020 065
Nguyễn Như Tùng - Phó trưởng dự án SATE - SĐT: 0886 165 489",2023-09-15 22:42:55
https://www.facebook.com/bacha.co.5,Ú oà,2023-09-15 22:42:56
https://www.facebook.com/bacha.co.5,"| HỘI NGHỊ NGHIÊN CỨU KHOA HỌC SINH VIÊN VIỆN ĐÀO TẠO QUỐC TẾ 2023 |
  Vào 14h30 chiều ngày 4/5/2023, Viện Đào tạo Quốc tế đã tổ chức thành công Hội nghị sinh… See more",2023-09-15 22:42:56
https://www.facebook.com/bacha.co.5,Hehe good vibe,2023-09-15 22:42:56
https://www.facebook.com/profile.php?id=61550489318359,"Con luôn là gánh nặng của gia đình của ba mẹ. Vâng, mẹ nói đúng, con là một đứa vô tích sự chả làm được việc gì khiến mẹ hài lòng. Học hành thì chẳng ra sao, cũng chẳng được nhanh nhẹn và hoạt bát như những người khác…Mẹ suốt ngày chỉ biết la mắng con nhưng có bao giờ mẹ hiểu cho cảm nhận của con chưa…Con hi vọng khi con đi rồi mẹ sẽ sống vui vẻ hơn và không bao giờ phải tức giận",2023-09-15 22:43:16
https://www.facebook.com/profile.php?id=61550489318359,Tôi không cảm nhận được niềm vui từ những điều mà tôi trước đây yêu thích.,2023-09-15 22:43:16
https://www.facebook.com/profile.php?id=61550489318359,Tôi không muốn thức dậy vào mỗi sáng,2023-09-15 22:43:23
